
coo: 31.0420031_31.3590136;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2017-09-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.95;88.01;16.78;95.88;29.41;104.64;41.47;115.58;52.24;130.92;60.14;154.03;62.51;185.16;58.06;214.31;48.98;234.55;37.67;248.14;25.36;258.19;12.62;266.53;-0.23;274.28;--;--;--;--;--;--;--;--;
2017-09-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.83;88.39;16.65;96.27;29.27;105.06;41.30;116.05;52.01;131.43;59.82;154.48;62.12;185.29;57.68;214.11;48.64;234.24;37.37;247.82;25.08;257.88;12.35;266.24;-0.51;273.99;--;--;--;--;--;--;--;--;
2017-09-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.70;88.76;16.53;96.66;29.13;105.48;41.12;116.52;51.77;131.94;59.49;154.92;61.73;185.41;57.30;213.91;48.31;233.93;37.07;247.51;24.80;257.58;12.07;265.95;-0.78;273.71;--;--;--;--;--;--;--;--;
2017-09-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.58;89.14;16.40;97.05;28.98;105.90;40.94;116.99;51.53;132.45;59.17;155.36;61.33;185.53;56.92;213.72;47.97;233.63;36.76;247.19;24.51;257.28;11.80;265.66;--;--;--;--;--;--;--;--;--;--;
2017-09-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.46;89.52;16.27;97.44;28.84;106.33;40.76;117.45;51.28;132.95;58.84;155.78;60.94;185.65;56.54;213.53;47.62;233.33;36.45;246.88;24.22;256.98;11.52;265.37;--;--;--;--;--;--;--;--;--;--;
2017-09-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.34;89.90;16.15;97.83;28.69;106.75;40.58;117.92;51.04;133.45;58.51;156.20;60.55;185.76;56.15;213.34;47.28;233.03;36.14;246.57;23.94;256.68;11.24;265.08;--;--;--;--;--;--;--;--;--;--;
2017-09-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.22;90.28;16.02;98.22;28.54;107.17;40.39;118.38;50.79;133.94;58.17;156.62;60.15;185.87;55.77;213.16;46.94;232.74;35.83;246.26;23.65;256.38;10.96;264.79;--;--;--;--;--;--;--;--;--;--;
2017-09-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.09;90.65;15.89;98.61;28.39;107.59;40.20;118.84;50.54;134.43;57.84;157.02;59.76;185.98;55.38;212.97;46.59;232.45;35.52;245.96;23.36;256.08;10.69;264.50;--;--;--;--;--;--;--;--;--;--;
2017-09-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.97;91.03;15.76;99.00;28.24;108.00;40.01;119.30;50.28;134.91;57.50;157.42;59.37;186.09;55.00;212.79;46.25;232.16;35.21;245.65;23.07;255.78;10.41;264.21;--;--;--;--;--;--;--;--;--;--;
2017-09-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.84;91.41;15.62;99.39;28.09;108.42;39.82;119.75;50.03;135.39;57.16;157.81;58.97;186.19;54.61;212.62;45.90;231.88;34.90;245.35;22.78;255.48;10.13;263.92;--;--;--;--;--;--;--;--;--;--;
2017-09-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.72;91.79;15.49;99.78;27.93;108.84;39.62;120.20;49.77;135.86;56.82;158.19;58.57;186.29;54.23;212.44;45.55;231.59;34.58;245.05;22.49;255.19;9.85;263.63;--;--;--;--;--;--;--;--;--;--;
2017-09-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.59;92.17;15.35;100.17;27.77;109.25;39.42;120.65;49.51;136.32;56.48;158.57;58.18;186.38;53.84;212.27;45.21;231.31;34.27;244.75;22.20;254.89;9.57;263.34;--;--;--;--;--;--;--;--;--;--;
2017-09-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.46;92.55;15.22;100.56;27.61;109.66;39.22;121.10;49.24;136.78;56.14;158.93;57.78;186.47;53.46;212.10;44.86;231.04;33.96;244.45;21.91;254.60;9.29;263.05;--;--;--;--;--;--;--;--;--;--;
2017-09-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.34;92.93;15.08;100.95;27.45;110.08;39.02;121.54;48.98;137.24;55.79;159.29;57.39;186.56;53.07;211.93;44.51;230.76;33.64;244.15;21.62;254.30;9.02;262.76;--;--;--;--;--;--;--;--;--;--;
2017-09-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.21;93.31;14.94;101.34;27.29;110.49;38.82;121.98;48.71;137.68;55.45;159.64;56.99;186.65;52.68;211.77;44.16;230.49;33.33;243.86;21.32;254.01;8.74;262.47;--;--;--;--;--;--;--;--;--;--;
2017-09-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.08;93.68;14.80;101.72;27.12;110.89;38.61;122.42;48.44;138.13;55.10;159.99;56.59;186.73;52.30;211.60;43.81;230.22;33.02;243.57;21.04;253.72;8.46;262.18;--;--;--;--;--;--;--;--;--;--;
2017-09-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.95;94.06;14.66;102.11;26.96;111.30;38.40;122.85;48.17;138.56;54.75;160.32;56.20;186.81;51.91;211.44;43.47;229.96;32.70;243.28;20.75;253.43;8.19;261.89;--;--;--;--;--;--;--;--;--;--;
2017-09-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.82;94.43;14.52;102.49;26.79;111.70;38.19;123.28;47.89;138.99;54.40;160.65;55.80;186.88;51.53;211.28;43.12;229.69;32.39;242.99;20.46;253.14;7.91;261.60;--;--;--;--;--;--;--;--;--;--;
2017-10-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.69;94.81;14.37;102.87;26.62;112.10;37.98;123.70;47.62;139.42;54.05;160.97;55.41;186.96;51.15;211.12;42.77;229.43;32.08;242.70;20.17;252.85;7.64;261.31;--;--;--;--;--;--;--;--;--;--;
2017-10-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.55;95.18;14.23;103.25;26.45;112.50;37.76;124.12;47.34;139.83;53.70;161.28;55.02;187.02;50.76;210.96;42.43;229.17;31.77;242.41;19.88;252.56;7.37;261.03;--;--;--;--;--;--;--;--;--;--;
2017-10-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.42;95.55;14.08;103.63;26.27;112.90;37.54;124.54;47.06;140.24;53.35;161.59;54.62;187.09;50.38;210.80;42.08;228.91;31.46;242.12;19.60;252.27;7.09;260.74;--;--;--;--;--;--;--;--;--;--;
2017-10-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.29;95.92;13.93;104.00;26.10;113.29;37.33;124.95;46.78;140.65;53.00;161.88;54.23;187.15;50.00;210.65;41.74;228.65;31.15;241.84;19.31;251.98;6.83;260.45;--;--;--;--;--;--;--;--;--;--;
2017-10-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.15;96.29;13.78;104.38;25.92;113.68;37.10;125.36;46.50;141.04;52.65;162.17;53.84;187.21;49.62;210.49;41.40;228.40;30.84;241.56;19.03;251.69;6.56;260.16;--;--;--;--;--;--;--;--;--;--;
2017-10-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.01;96.66;13.63;104.75;25.74;114.06;36.88;125.76;46.21;141.43;52.30;162.45;53.45;187.26;49.25;210.34;41.06;228.15;30.53;241.28;18.75;251.41;6.29;259.87;--;--;--;--;--;--;--;--;--;--;
2017-10-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.88;97.02;13.48;105.12;25.56;114.45;36.66;126.16;45.93;141.81;51.95;162.73;53.06;187.31;48.87;210.18;40.72;227.90;30.23;241.00;18.47;251.12;6.03;259.59;--;--;--;--;--;--;--;--;--;--;
2017-10-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.74;97.38;13.32;105.48;25.38;114.83;36.43;126.55;45.64;142.19;51.60;162.99;52.68;187.36;48.50;210.03;40.38;227.65;29.92;240.72;18.19;250.84;5.77;259.30;--;--;--;--;--;--;--;--;--;--;
2017-10-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.60;97.75;13.17;105.85;25.19;115.20;36.20;126.94;45.35;142.56;51.25;163.25;52.29;187.40;48.12;209.87;40.04;227.40;29.62;240.44;17.91;250.55;5.51;259.01;--;--;--;--;--;--;--;--;--;--;
2017-10-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.46;98.10;13.01;106.21;25.01;115.57;35.97;127.32;45.07;142.92;50.90;163.50;51.91;187.44;47.75;209.72;39.70;227.15;29.32;240.17;17.64;250.27;5.25;258.72;--;--;--;--;--;--;--;--;--;--;
2017-10-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.32;98.46;12.85;106.57;24.82;115.94;35.74;127.70;44.78;143.27;50.55;163.75;51.53;187.47;47.38;209.57;39.37;226.91;29.02;239.89;17.37;249.99;4.99;258.44;--;--;--;--;--;--;--;--;--;--;
2017-10-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.18;98.81;12.69;106.92;24.63;116.31;35.51;128.07;44.49;143.62;50.20;163.98;51.15;187.50;47.02;209.42;39.04;226.67;28.73;239.62;17.10;249.71;4.74;258.15;--;--;--;--;--;--;--;--;--;--;
2017-10-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.03;99.17;12.53;107.27;24.44;116.67;35.28;128.44;44.20;143.96;49.85;164.21;50.77;187.53;46.65;209.26;38.71;226.43;28.43;239.35;16.83;249.43;4.49;257.87;--;--;--;--;--;--;--;--;--;--;
2017-10-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.11;99.51;12.37;107.62;24.25;117.02;35.04;128.80;43.90;144.29;49.50;164.44;50.39;187.56;46.29;209.11;38.39;226.19;28.14;239.08;16.56;249.15;4.24;257.58;--;--;--;--;--;--;--;--;--;--;
2017-10-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.25;99.86;12.21;107.97;24.06;117.38;34.81;129.15;43.61;144.62;49.15;164.65;50.02;187.58;45.93;208.96;38.06;225.95;27.85;238.81;16.30;248.87;4.00;257.30;--;--;--;--;--;--;--;--;--;--;
2017-10-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.40;100.20;12.04;108.31;23.86;117.72;34.57;129.50;43.32;144.94;48.80;164.86;49.65;187.59;45.58;208.81;37.74;225.71;27.57;238.54;16.04;248.60;3.76;257.02;--;--;--;--;--;--;--;--;--;--;
2017-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.55;100.54;11.88;108.65;23.67;118.07;34.33;129.84;43.03;145.25;48.46;165.06;49.28;187.61;45.22;208.66;37.42;225.47;27.28;238.28;15.79;248.32;3.52;256.73;--;--;--;--;--;--;--;--;--;--;
2017-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.70;100.88;11.71;108.98;23.47;118.40;34.09;130.18;42.74;145.55;48.12;165.25;48.91;187.61;44.87;208.51;37.11;225.24;27.00;238.01;15.53;248.04;3.29;256.45;--;--;--;--;--;--;--;--;--;--;
2017-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.54;109.31;23.27;118.74;33.85;130.51;42.44;145.84;47.77;165.43;48.55;187.62;44.52;208.35;36.80;225.01;26.72;237.75;15.28;247.77;3.06;256.17;--;--;--;--;--;--;--;--;--;--;
2017-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.37;109.64;23.07;119.07;33.61;130.83;42.15;146.13;47.43;165.61;48.18;187.62;44.18;208.20;36.49;224.77;26.45;237.48;15.04;247.50;2.83;255.89;--;--;--;--;--;--;--;--;--;--;
2017-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.20;109.96;22.87;119.39;33.37;131.15;41.86;146.41;47.09;165.78;47.83;187.62;43.84;208.05;36.18;224.54;26.18;237.22;14.79;247.23;2.61;255.61;--;--;--;--;--;--;--;--;--;--;
2017-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.03;110.28;22.67;119.71;33.13;131.46;41.57;146.68;46.76;165.95;47.47;187.62;43.50;207.90;35.88;224.31;25.91;236.96;14.55;246.95;2.39;255.33;--;--;--;--;--;--;--;--;--;--;
2017-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.86;110.59;22.47;120.02;32.88;131.77;41.27;146.95;46.42;166.11;47.12;187.61;43.17;207.74;35.58;224.08;25.65;236.70;14.32;246.68;2.17;255.05;--;--;--;--;--;--;--;--;--;--;
2017-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.68;110.90;22.27;120.33;32.64;132.07;40.98;147.21;46.09;166.26;46.77;187.59;42.84;207.59;35.28;223.85;25.39;236.45;14.09;246.42;1.96;254.78;--;--;--;--;--;--;--;--;--;--;
2017-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.51;111.21;22.06;120.63;32.40;132.36;40.69;147.46;45.75;166.40;46.42;187.58;42.51;207.44;34.99;223.63;25.13;236.19;13.86;246.15;1.75;254.50;--;--;--;--;--;--;--;--;--;--;
2017-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.33;111.51;21.86;120.93;32.15;132.64;40.40;147.70;45.43;166.54;46.08;187.56;42.19;207.28;34.70;223.40;24.88;235.94;13.63;245.88;1.55;254.23;--;--;--;--;--;--;--;--;--;--;
2017-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.16;111.80;21.65;121.22;31.91;132.92;40.12;147.93;45.10;166.67;45.74;187.53;41.87;207.13;34.42;223.17;24.63;235.68;13.41;245.62;1.35;253.95;--;--;--;--;--;--;--;--;--;--;
2017-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.98;112.09;21.44;121.51;31.66;133.20;39.83;148.16;44.77;166.79;45.41;187.51;41.55;206.97;34.14;222.95;24.38;235.43;13.20;245.36;1.15;253.68;--;--;--;--;--;--;--;--;--;--;
2017-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.80;112.38;21.24;121.79;31.42;133.46;39.54;148.38;44.45;166.91;45.07;187.48;41.24;206.82;33.87;222.73;24.14;235.18;12.98;245.09;0.96;253.41;--;--;--;--;--;--;--;--;--;--;
2017-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.62;112.66;21.03;122.06;31.18;133.72;39.26;148.59;44.13;167.02;44.75;187.44;40.93;206.66;33.59;222.50;23.91;234.93;12.78;244.83;0.77;253.14;--;--;--;--;--;--;--;--;--;--;
2017-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.44;112.93;20.82;122.33;30.93;133.97;38.97;148.79;43.82;167.12;44.42;187.41;40.63;206.50;33.33;222.28;23.68;234.68;12.57;244.57;0.59;252.87;--;--;--;--;--;--;--;--;--;--;
2017-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.26;113.20;20.61;122.59;30.69;134.21;38.69;148.99;43.50;167.22;44.10;187.37;40.34;206.35;33.07;222.06;23.45;234.44;12.38;244.32;0.42;252.60;--;--;--;--;--;--;--;--;--;--;
2017-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.08;113.47;20.41;122.84;30.45;134.45;38.41;149.18;43.19;167.31;43.79;187.32;40.04;206.19;32.81;221.84;23.23;234.19;12.18;244.06;0.24;252.34;--;--;--;--;--;--;--;--;--;--;
2017-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.90;113.72;20.20;123.09;30.21;134.68;38.13;149.36;42.89;167.39;43.48;187.27;39.75;206.03;32.56;221.62;23.01;233.95;11.99;243.81;0.08;252.08;--;--;--;--;--;--;--;--;--;--;
2017-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.72;113.98;19.99;123.34;29.96;134.91;37.86;149.54;42.58;167.47;43.17;187.22;39.47;205.87;32.31;221.40;22.80;233.71;11.81;243.55;-0.08;251.81;--;--;--;--;--;--;--;--;--;--;
2017-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.53;114.22;19.78;123.57;29.72;135.12;37.58;149.70;42.28;167.54;42.87;187.17;39.19;205.71;32.07;221.19;22.59;233.46;11.63;243.30;-0.24;251.55;--;--;--;--;--;--;--;--;--;--;
2017-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.35;114.47;19.57;123.81;29.48;135.33;37.31;149.86;41.99;167.61;42.57;187.11;38.92;205.55;31.83;220.97;22.39;233.23;11.46;243.05;-0.39;251.30;--;--;--;--;--;--;--;--;--;--;
2017-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.17;114.70;19.36;124.03;29.25;135.53;37.04;150.02;41.70;167.67;42.28;187.05;38.65;205.39;31.60;220.76;22.19;232.99;11.29;242.81;-0.54;251.04;--;--;--;--;--;--;--;--;--;--;
2017-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.98;114.93;19.16;124.25;29.01;135.73;36.77;150.16;41.41;167.72;41.99;186.99;38.39;205.23;31.37;220.54;22.00;232.75;11.13;242.56;-0.68;250.79;--;--;--;--;--;--;--;--;--;--;
2017-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.80;115.16;18.95;124.46;28.77;135.92;36.50;150.30;41.12;167.77;41.71;186.92;38.13;205.07;31.15;220.33;21.81;232.52;10.97;242.32;-0.82;250.53;--;--;--;--;--;--;--;--;--;--;
2017-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.62;115.38;18.74;124.66;28.54;136.10;36.24;150.43;40.84;167.81;41.43;186.85;37.88;204.91;30.93;220.12;21.63;232.29;10.82;242.08;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.44;115.59;18.54;124.86;28.31;136.27;35.98;150.55;40.56;167.85;41.16;186.77;37.63;204.74;30.72;219.91;21.45;232.06;10.67;241.84;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.25;115.79;18.33;125.05;28.07;136.43;35.73;150.67;40.29;167.88;40.89;186.70;37.39;204.58;30.52;219.70;21.28;231.83;10.53;241.60;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.07;115.99;18.13;125.24;27.84;136.59;35.47;150.78;40.02;167.90;40.63;186.62;37.16;204.42;30.32;219.49;21.12;231.60;10.39;241.37;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.89;116.19;17.92;125.41;27.62;136.74;35.22;150.88;39.76;167.92;40.38;186.54;36.93;204.26;30.13;219.28;20.96;231.38;10.26;241.14;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.71;116.37;17.72;125.58;27.39;136.89;34.97;150.97;39.50;167.93;40.13;186.45;36.71;204.09;29.94;219.08;20.81;231.15;10.14;240.91;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.52;116.55;17.52;125.75;27.17;137.03;34.73;151.06;39.25;167.94;39.88;186.36;36.49;203.93;29.76;218.87;20.66;230.93;10.02;240.68;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.34;116.73;17.32;125.90;26.95;137.16;34.49;151.14;39.00;167.94;39.64;186.27;36.28;203.76;29.58;218.67;20.52;230.72;9.90;240.46;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.16;116.89;17.12;126.05;26.73;137.28;34.25;151.22;38.76;167.94;39.41;186.18;36.08;203.60;29.41;218.47;20.38;230.50;9.80;240.24;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.98;117.05;16.92;126.20;26.51;137.39;34.02;151.28;38.52;167.93;39.18;186.08;35.88;203.43;29.25;218.27;20.25;230.29;9.70;240.02;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.81;117.21;16.73;126.33;26.30;137.50;33.79;151.34;38.28;167.92;38.96;185.98;35.69;203.27;29.10;218.07;20.13;230.08;9.60;239.80;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.63;117.35;16.54;126.46;26.09;137.60;33.57;151.40;38.05;167.90;38.75;185.88;35.50;203.11;28.95;217.87;20.01;229.87;9.51;239.59;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.45;117.49;16.34;126.58;25.88;137.70;33.35;151.44;37.83;167.87;38.54;185.78;35.32;202.94;28.80;217.68;19.90;229.66;9.43;239.38;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.28;117.63;16.15;126.70;25.68;137.79;33.13;151.48;37.61;167.84;38.34;185.67;35.15;202.78;28.66;217.49;19.80;229.46;9.35;239.17;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.10;117.75;15.97;126.81;25.47;137.87;32.92;151.52;37.40;167.81;38.14;185.56;34.98;202.61;28.53;217.29;19.70;229.26;9.28;238.97;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.93;117.87;15.78;126.91;25.27;137.94;32.71;151.55;37.19;167.77;37.95;185.45;34.82;202.45;28.41;217.10;19.61;229.06;9.21;238.77;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.76;117.99;15.60;127.00;25.08;138.00;32.51;151.57;36.99;167.73;37.77;185.34;34.67;202.28;28.29;216.91;19.52;228.86;9.15;238.57;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.59;118.09;15.42;127.09;24.89;138.06;32.31;151.58;36.80;167.68;37.59;185.23;34.53;202.12;28.18;216.73;19.44;228.67;9.10;238.38;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.42;118.19;15.24;127.17;24.70;138.12;32.11;151.59;36.61;167.63;37.42;185.11;34.39;201.96;28.08;216.54;19.37;228.48;9.05;238.19;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.26;118.28;15.06;127.24;24.52;138.16;31.93;151.59;36.43;167.57;37.26;184.99;34.26;201.79;27.98;216.36;19.30;228.30;9.01;238.01;--;--;--;--;--;--;--;--;--;--;--;--;
2017-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.09;118.37;14.89;127.31;24.33;138.20;31.74;151.59;36.25;167.51;37.10;184.87;34.13;201.63;27.89;216.18;19.24;228.11;8.97;237.83;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.93;118.45;14.72;127.37;24.16;138.23;31.56;151.58;36.08;167.45;36.95;184.75;34.01;201.47;27.81;216.01;19.19;227.93;8.94;237.65;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.77;118.52;14.55;127.42;23.99;138.26;31.39;151.56;35.91;167.38;36.81;184.62;33.90;201.31;27.73;215.83;19.14;227.76;8.92;237.48;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.62;118.58;14.39;127.47;23.82;138.27;31.22;151.54;35.76;167.30;36.68;184.50;33.80;201.15;27.66;215.66;19.10;227.59;8.90;237.31;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.46;118.64;14.23;127.51;23.65;138.29;31.06;151.51;35.61;167.22;36.55;184.37;33.70;200.99;27.60;215.49;19.07;227.42;8.89;237.14;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.31;118.69;14.07;127.54;23.49;138.29;30.90;151.48;35.46;167.14;36.43;184.24;33.62;200.83;27.54;215.32;19.04;227.25;8.88;236.98;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.16;118.73;13.92;127.56;23.34;138.29;30.75;151.44;35.32;167.06;36.31;184.11;33.53;200.67;27.49;215.15;19.02;227.09;8.88;236.83;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.01;118.77;13.77;127.58;23.19;138.28;30.60;151.40;35.19;166.97;36.21;183.98;33.46;200.52;27.45;214.99;19.00;226.93;8.89;236.67;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.87;118.80;13.62;127.59;23.04;138.27;30.46;151.35;35.07;166.87;36.11;183.84;33.39;200.36;27.41;214.83;18.99;226.78;8.90;236.53;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.73;118.82;13.48;127.60;22.90;138.25;30.33;151.29;34.95;166.78;36.02;183.71;33.33;200.21;27.38;214.68;18.99;226.63;8.92;236.39;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.59;118.84;13.34;127.59;22.76;138.22;30.20;151.23;34.84;166.68;35.93;183.58;33.28;200.06;27.36;214.52;18.99;226.48;8.95;236.25;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.45;118.85;13.21;127.58;22.63;138.19;30.08;151.17;34.73;166.57;35.85;183.44;33.23;199.90;27.35;214.37;19.00;226.34;8.98;236.12;--;--;--;--;--;--;--;--;--;--;--;--;
2017-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.32;118.85;13.08;127.57;22.51;138.15;29.96;151.10;34.63;166.47;35.78;183.30;33.20;199.75;27.34;214.23;19.02;226.21;9.01;235.99;--;--;--;--;--;--;--;--;--;--;--;--;
