
coo: 31.0420031_31.3590136;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2018-03-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.10;86.91;14.95;94.69;27.65;103.23;39.85;113.72;50.91;128.20;59.42;149.99;62.78;180.50;59.25;210.84;50.65;232.40;39.55;246.75;27.34;257.17;14.65;265.69;1.81;273.49;--;--;--;--;--;--;--;--;
2018-03-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.37;86.62;15.22;94.39;27.93;102.91;40.15;113.38;51.25;127.87;59.80;149.79;63.17;180.67;59.56;211.31;50.88;232.91;39.73;247.21;27.49;257.58;14.78;266.08;1.95;273.86;--;--;--;--;--;--;--;--;
2018-04-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.63;86.32;15.48;94.08;28.20;102.59;40.45;113.04;51.58;127.53;60.18;149.59;63.56;180.85;59.88;211.79;51.11;233.42;39.91;247.66;27.64;258.00;14.92;266.46;2.08;274.23;--;--;--;--;--;--;--;--;
2018-04-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.89;86.03;15.74;93.78;28.47;102.27;40.74;112.69;51.91;127.19;60.56;149.39;63.94;181.02;60.18;212.27;51.34;233.93;40.08;248.12;27.78;258.41;15.05;266.84;2.22;274.60;--;--;--;--;--;--;--;--;
2018-04-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.15;85.74;16.00;93.48;28.74;101.94;41.03;112.35;52.24;126.85;60.94;149.18;64.32;181.21;60.49;212.76;51.56;234.44;40.25;248.58;27.93;258.82;15.19;267.22;2.35;274.97;--;--;--;--;--;--;--;--;
2018-04-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.41;85.45;16.26;93.17;29.01;101.62;41.32;112.00;52.57;126.50;61.31;148.96;64.70;181.39;60.79;213.26;51.78;234.96;40.42;249.04;28.07;259.23;15.32;267.60;2.49;275.33;--;--;--;--;--;--;--;--;
2018-04-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.67;85.16;16.52;92.87;29.27;101.30;41.61;111.65;52.89;126.15;61.68;148.74;65.08;181.58;61.09;213.76;52.00;235.47;40.59;249.50;28.21;259.63;15.45;267.98;2.62;275.69;--;--;--;--;--;--;--;--;
2018-04-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.92;84.87;16.77;92.57;29.53;100.97;41.89;111.30;53.21;125.80;62.05;148.51;65.46;181.77;61.39;214.27;52.21;235.99;40.76;249.96;28.35;260.04;15.58;268.35;2.75;276.05;--;--;--;--;--;--;--;--;
2018-04-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.17;84.58;17.02;92.27;29.79;100.65;42.17;110.95;53.53;125.44;62.42;148.28;65.83;181.97;61.69;214.78;52.43;236.52;40.92;250.41;28.49;260.45;15.71;268.72;2.89;276.41;--;--;--;--;--;--;--;--;
2018-04-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.43;84.29;17.27;91.96;30.05;100.32;42.45;110.60;53.84;125.08;62.79;148.05;66.21;182.17;61.98;215.30;52.64;237.04;41.08;250.87;28.63;260.85;15.84;269.10;3.02;276.77;--;--;--;--;--;--;--;--;
2018-04-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.68;84.00;17.52;91.66;30.31;100.00;42.72;110.24;54.16;124.71;63.15;147.80;66.58;182.37;62.27;215.83;52.84;237.56;41.24;251.33;28.76;261.25;15.97;269.47;3.15;277.12;--;--;--;--;--;--;--;--;
2018-04-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.92;83.72;17.76;91.36;30.56;99.67;42.99;109.88;54.46;124.34;63.51;147.55;66.94;182.57;62.55;216.36;53.05;238.09;41.40;251.78;28.90;261.65;16.10;269.83;3.29;277.48;--;--;--;--;--;--;--;--;
2018-04-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.17;83.43;18.01;91.06;30.81;99.35;43.26;109.52;54.77;123.96;63.87;147.30;67.31;182.78;62.83;216.90;53.25;238.62;41.55;252.24;29.03;262.05;16.22;270.20;3.42;277.83;--;--;--;--;--;--;--;--;
2018-04-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.41;83.15;18.24;90.76;31.05;99.02;43.52;109.16;55.07;123.58;64.22;147.03;67.67;182.99;63.11;217.44;53.44;239.14;41.70;252.69;29.16;262.45;16.35;270.56;3.55;278.17;--;--;--;--;--;--;--;--;
2018-04-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.65;82.87;18.48;90.46;31.29;98.69;43.78;108.80;55.37;123.19;64.57;146.76;68.03;183.20;63.38;217.98;53.64;239.67;41.85;253.14;29.30;262.85;16.48;270.92;3.68;278.52;--;--;--;--;--;--;--;--;
2018-04-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.89;82.59;18.71;90.16;31.53;98.37;44.04;108.44;55.66;122.80;64.92;146.49;68.39;183.42;63.66;218.54;53.83;240.20;42.00;253.59;29.43;263.24;16.60;271.28;3.82;278.86;--;--;--;--;--;--;--;--;
2018-04-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.12;82.31;18.94;89.87;31.77;98.04;44.29;108.07;55.95;122.41;65.26;146.20;68.74;183.64;63.92;219.09;54.02;240.72;42.15;254.04;29.55;263.63;16.73;271.64;3.95;279.20;--;--;--;--;--;--;--;--;
2018-04-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.35;82.03;19.17;89.57;32.00;97.71;44.54;107.71;56.23;122.01;65.60;145.91;69.10;183.85;64.19;219.65;54.21;241.25;42.30;254.48;29.68;264.01;16.85;271.99;4.08;279.53;--;--;--;--;--;--;--;--;
2018-04-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.58;81.75;19.40;89.27;32.23;97.39;44.78;107.34;56.51;121.61;65.93;145.61;69.45;184.08;64.45;220.22;54.39;241.77;42.44;254.93;29.81;264.40;16.98;272.34;4.21;279.87;--;--;--;--;--;--;--;--;
2018-04-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.81;81.47;19.62;88.98;32.45;97.06;45.02;106.97;56.79;121.20;66.27;145.30;69.79;184.30;64.70;220.78;54.57;242.30;42.58;255.37;29.93;264.78;17.10;272.69;4.34;280.19;--;--;--;--;--;--;--;--;
2018-04-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.03;81.20;19.83;88.68;32.67;96.74;45.26;106.60;57.06;120.79;66.59;144.99;70.13;184.52;64.96;221.36;54.75;242.82;42.72;255.80;30.06;265.16;17.22;273.03;4.47;280.52;--;--;--;--;--;--;--;--;
2018-04-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.25;80.93;20.05;88.39;32.89;96.41;45.49;106.23;57.32;120.38;66.92;144.66;70.47;184.75;65.21;221.93;54.92;243.34;42.86;256.24;30.18;265.53;17.35;273.37;4.61;280.84;--;--;--;--;--;--;--;--;
2018-04-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.47;80.65;20.26;88.10;33.10;96.09;45.72;105.86;57.58;119.96;67.24;144.33;70.81;184.98;65.45;222.51;55.09;243.86;42.99;256.67;30.30;265.91;17.47;273.71;4.74;281.16;--;--;--;--;--;--;--;--;
2018-04-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.68;80.38;20.46;87.81;33.31;95.77;45.94;105.49;57.84;119.54;67.55;143.99;71.14;185.20;65.70;223.09;55.26;244.38;43.13;257.10;30.43;266.27;17.59;274.04;4.87;281.48;--;--;--;--;--;--;--;--;
2018-04-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.89;80.12;20.66;87.52;33.51;95.44;46.16;105.12;58.09;119.11;67.86;143.63;71.47;185.43;65.93;223.67;55.43;244.90;43.26;257.52;30.55;266.64;17.71;274.37;5.00;281.79;--;--;--;--;--;--;--;--;
2018-04-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.09;79.85;20.86;87.23;33.71;95.12;46.37;104.74;58.34;118.68;68.17;143.27;71.80;185.66;66.17;224.25;55.59;245.41;43.39;257.94;30.67;267.00;17.83;274.70;5.13;282.09;--;--;--;--;--;--;--;--;
2018-04-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.30;79.58;21.06;86.94;33.91;94.80;46.58;104.37;58.58;118.25;68.47;142.90;72.12;185.89;66.40;224.84;55.75;245.92;43.52;258.36;30.78;267.36;17.95;275.02;5.26;282.40;--;--;--;--;--;--;--;--;
2018-04-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.49;79.32;21.25;86.66;34.10;94.48;46.78;104.00;58.81;117.82;68.76;142.52;72.44;186.13;66.63;225.42;55.91;246.42;43.65;258.77;30.90;267.71;18.07;275.34;5.39;282.70;--;--;--;--;--;--;--;--;
2018-04-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.69;79.06;21.43;86.38;34.28;94.16;46.98;103.63;59.04;117.38;69.05;142.14;72.75;186.36;66.85;226.01;56.07;246.93;43.78;259.18;31.02;268.06;18.19;275.65;5.52;282.99;--;--;--;--;--;--;--;--;
2018-04-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.88;78.80;21.62;86.09;34.47;93.85;47.18;103.26;59.27;116.94;69.34;141.74;73.06;186.59;67.07;226.60;56.22;247.43;43.90;259.59;31.14;268.40;18.31;275.96;5.65;283.28;--;--;--;--;--;--;--;--;
2018-04-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.06;78.54;21.80;85.82;34.64;93.53;47.36;102.89;59.49;116.49;69.62;141.33;73.37;186.82;67.29;227.18;56.38;247.92;44.03;259.99;31.25;268.75;18.43;276.27;5.78;283.57;--;--;--;--;--;--;--;--;
2018-04-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.25;78.29;21.97;85.54;34.82;93.22;47.55;102.52;59.70;116.05;69.89;140.91;73.67;187.04;67.50;227.77;56.52;248.41;44.15;260.38;31.37;269.08;18.54;276.57;5.91;283.85;--;--;--;--;--;--;--;--;
2018-05-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.42;78.04;22.14;85.26;34.99;92.91;47.73;102.15;59.91;115.60;70.16;140.48;73.97;187.27;67.71;228.35;56.67;248.90;44.27;260.77;31.48;269.41;18.66;276.86;6.04;284.13;--;--;--;--;--;--;--;--;
2018-05-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.60;77.78;22.30;84.99;35.15;92.60;47.90;101.78;60.11;115.15;70.42;140.05;74.27;187.50;67.91;228.94;56.81;249.38;44.39;261.16;31.59;269.74;18.78;277.15;6.17;284.40;--;--;--;--;--;--;--;--;
2018-05-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.77;77.54;22.46;84.72;35.31;92.29;48.07;101.41;60.30;114.71;70.68;139.60;74.56;187.72;68.11;229.52;56.96;249.85;44.51;261.54;31.70;270.06;18.89;277.44;6.29;284.67;--;--;--;--;--;--;--;--;
2018-05-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.93;77.29;22.62;84.45;35.46;91.98;48.23;101.05;60.49;114.25;70.93;139.14;74.84;187.94;68.31;230.10;57.10;250.33;44.62;261.91;31.82;270.38;19.01;277.72;6.42;284.93;--;--;--;--;--;--;--;--;
2018-05-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.09;77.05;22.77;84.18;35.61;91.68;48.39;100.68;60.68;113.80;71.17;138.68;75.12;188.16;68.51;230.67;57.23;250.79;44.74;262.28;31.93;270.69;19.13;278.00;6.55;285.19;--;--;--;--;--;--;--;--;
2018-05-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.25;76.81;22.92;83.92;35.76;91.38;48.54;100.32;60.85;113.35;71.41;138.20;75.40;188.38;68.70;231.25;57.37;251.25;44.85;262.65;32.04;270.99;19.24;278.27;6.68;285.44;--;--;--;--;--;--;--;--;
2018-05-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.40;76.57;23.06;83.66;35.90;91.08;48.69;99.97;61.03;112.90;71.65;137.72;75.67;188.59;68.88;231.82;57.50;251.70;44.97;263.00;32.15;271.30;19.36;278.54;6.80;285.69;--;--;--;--;--;--;--;--;
2018-05-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.55;76.33;23.20;83.40;36.03;90.79;48.83;99.61;61.19;112.45;71.87;137.23;75.94;188.80;69.06;232.38;57.63;252.15;45.08;263.36;32.25;271.59;19.47;278.80;6.93;285.93;--;--;--;--;--;--;--;--;
2018-05-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.69;76.10;23.33;83.15;36.16;90.50;48.96;99.26;61.35;112.00;72.09;136.73;76.21;189.00;69.24;232.94;57.76;252.59;45.19;263.70;32.36;271.88;19.58;279.06;7.05;286.17;--;--;--;--;--;--;--;--;
2018-05-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.83;75.87;23.46;82.90;36.29;90.21;49.09;98.91;61.51;111.55;72.30;136.22;76.47;189.20;69.42;233.50;57.89;253.02;45.30;264.04;32.47;272.16;19.70;279.31;7.18;286.40;--;--;--;--;--;--;--;--;
2018-05-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.97;75.64;23.59;82.65;36.41;89.92;49.22;98.56;61.65;111.10;72.51;135.70;76.72;189.39;69.59;234.05;58.01;253.45;45.41;264.37;32.58;272.44;19.81;279.56;7.30;286.63;--;--;--;--;--;--;--;--;
2018-05-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.10;75.42;23.71;82.40;36.52;89.64;49.34;98.22;61.79;110.66;72.71;135.18;76.97;189.58;69.76;234.59;58.14;253.87;45.52;264.70;32.68;272.72;19.92;279.80;7.43;286.85;--;--;--;--;--;--;--;--;
2018-05-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.22;75.20;23.82;82.16;36.63;89.36;49.45;97.88;61.93;110.22;72.90;134.65;77.22;189.76;69.93;235.13;58.26;254.28;45.62;265.02;32.79;272.98;20.03;280.03;7.55;287.07;--;--;--;--;--;--;--;--;
2018-05-14;--;--;--;--;--;--;--;--;--;--;--;--;-0.83;67.61;11.34;74.98;23.93;81.92;36.74;89.09;49.56;97.54;62.06;109.78;73.09;134.12;77.46;189.94;70.09;235.66;58.38;254.68;45.73;265.33;32.89;273.24;20.14;280.26;7.67;287.28;--;--;--;--;--;--;--;--;
2018-05-15;--;--;--;--;--;--;--;--;--;--;--;--;-0.70;67.40;11.46;74.77;24.04;81.69;36.84;88.82;49.67;97.21;62.18;109.34;73.27;133.57;77.69;190.10;70.25;236.18;58.49;255.07;45.83;265.64;32.99;273.50;20.25;280.49;7.79;287.49;--;--;--;--;--;--;--;--;
2018-05-16;--;--;--;--;--;--;--;--;--;--;--;--;-0.58;67.21;11.57;74.56;24.14;81.46;36.93;88.55;49.77;96.88;62.30;108.91;73.44;133.03;77.92;190.26;70.40;236.69;58.61;255.46;45.93;265.94;33.10;273.74;20.36;280.70;7.91;287.68;--;--;--;--;--;--;--;--;
2018-05-17;--;--;--;--;--;--;--;--;--;--;--;--;-0.46;67.01;11.67;74.35;24.23;81.23;37.02;88.29;49.86;96.56;62.41;108.48;73.61;132.48;78.15;190.41;70.55;237.19;58.72;255.84;46.04;266.23;33.20;273.99;20.47;280.92;8.03;287.88;--;--;--;--;--;--;--;--;
2018-05-18;--;--;--;--;--;--;--;--;--;--;--;--;-0.34;66.82;11.77;74.15;24.32;81.00;37.11;88.03;49.95;96.24;62.52;108.06;73.77;131.92;78.37;190.55;70.70;237.69;58.83;256.21;46.14;266.51;33.30;274.22;20.58;281.12;8.15;288.07;--;--;--;--;--;--;--;--;
2018-05-19;--;--;--;--;--;--;--;--;--;--;--;--;-0.23;66.63;11.87;73.95;24.41;80.79;37.19;87.78;50.03;95.93;62.62;107.64;73.92;131.37;78.58;190.68;70.85;238.18;58.94;256.57;46.24;266.79;33.40;274.45;20.68;281.32;8.27;288.25;--;--;--;--;--;--;--;--;
2018-05-20;--;--;--;--;--;--;--;--;--;--;--;--;-0.12;66.45;11.96;73.76;24.49;80.57;37.27;87.53;50.11;95.62;62.71;107.22;74.06;130.81;78.79;190.80;70.99;238.65;59.05;256.92;46.34;267.06;33.50;274.67;20.79;281.52;8.38;288.42;--;--;--;--;--;--;--;--;
2018-05-21;--;--;--;--;--;--;--;--;--;--;--;--;-0.02;66.27;12.05;73.56;24.57;80.36;37.34;87.29;50.18;95.32;62.80;106.82;74.20;130.25;78.99;190.90;71.13;239.11;59.16;257.26;46.43;267.32;33.60;274.89;20.89;281.70;8.50;288.59;--;--;--;--;--;--;--;--;
2018-05-22;--;--;--;--;--;--;--;--;--;--;--;--;0.08;66.09;12.13;73.38;24.64;80.15;37.41;87.05;50.25;95.03;62.88;106.42;74.33;129.69;79.19;191.00;71.27;239.57;59.26;257.59;46.53;267.57;33.69;275.09;21.00;281.88;8.61;288.76;--;--;--;--;--;--;--;--;
2018-05-23;--;--;--;--;--;--;--;--;--;--;--;--;0.17;65.92;12.21;73.19;24.71;79.95;37.47;86.82;50.31;94.74;62.95;106.02;74.45;129.14;79.39;191.08;71.40;240.01;59.37;257.91;46.62;267.81;33.79;275.29;21.10;282.06;8.72;288.92;--;--;--;--;--;--;--;--;
2018-05-24;--;--;--;--;--;--;--;--;--;--;--;--;0.26;65.75;12.28;73.01;24.77;79.76;37.53;86.59;50.37;94.46;63.02;105.64;74.57;128.58;79.58;191.15;71.53;240.43;59.47;258.22;46.72;268.05;33.89;275.49;21.20;282.23;8.83;289.07;--;--;--;--;--;--;--;--;
2018-05-25;--;--;--;--;--;--;--;--;--;--;--;--;0.34;65.59;12.35;72.84;24.83;79.56;37.58;86.37;50.42;94.18;63.09;105.26;74.68;128.03;79.76;191.21;71.66;240.85;59.57;258.52;46.81;268.28;33.98;275.68;21.30;282.39;8.94;289.22;--;--;--;--;--;--;--;--;
2018-05-26;--;--;--;--;--;--;--;--;--;--;--;--;0.41;65.43;12.42;72.67;24.88;79.38;37.63;86.15;50.47;93.92;63.15;104.89;74.78;127.48;79.93;191.25;71.78;241.25;59.67;258.81;46.90;268.50;34.08;275.86;21.40;282.55;9.05;289.35;--;--;--;--;--;--;--;--;
2018-05-27;--;--;--;--;--;--;--;--;--;--;--;--;0.49;65.27;12.48;72.50;24.93;79.19;37.67;85.94;50.52;93.65;63.20;104.53;74.88;126.94;80.11;191.27;71.90;241.64;59.76;259.09;47.00;268.71;34.17;276.03;21.50;282.70;9.16;289.49;--;--;--;--;--;--;--;--;
2018-05-28;--;--;--;--;--;--;--;--;--;--;--;--;0.55;65.12;12.53;72.34;24.98;79.02;37.71;85.74;50.55;93.40;63.25;104.18;74.97;126.40;80.27;191.28;72.02;242.01;59.86;259.36;47.08;268.91;34.26;276.19;21.60;282.84;9.26;289.62;--;--;--;--;--;--;--;--;
2018-05-29;--;--;--;--;--;--;--;--;--;--;--;--;0.62;64.97;12.58;72.18;25.02;78.85;37.75;85.54;50.59;93.15;63.30;103.84;75.05;125.87;80.43;191.27;72.14;242.37;59.95;259.61;47.17;269.11;34.35;276.35;21.69;282.97;9.37;289.74;--;--;--;--;--;--;--;--;
2018-05-30;--;--;--;--;--;--;--;--;--;--;--;--;0.68;64.82;12.63;72.03;25.06;78.68;37.78;85.35;50.62;92.91;63.34;103.50;75.13;125.35;80.58;191.25;72.25;242.71;60.04;259.86;47.26;269.29;34.44;276.50;21.79;283.10;9.47;289.85;--;--;--;--;--;--;--;--;
2018-05-31;--;--;--;--;--;--;--;--;--;--;--;--;0.73;64.68;12.67;71.88;25.09;78.52;37.80;85.16;50.65;92.68;63.37;103.18;75.20;124.84;80.73;191.21;72.36;243.04;60.13;260.09;47.35;269.47;34.53;276.65;21.88;283.23;9.57;289.96;--;--;--;--;--;--;--;--;
2018-06-01;--;--;--;--;--;--;--;--;--;--;--;--;0.78;64.55;12.70;71.74;25.12;78.36;37.83;84.98;50.67;92.46;63.40;102.87;75.26;124.34;80.87;191.15;72.46;243.35;60.22;260.32;47.43;269.64;34.61;276.78;21.97;283.34;9.67;290.06;--;--;--;--;--;--;--;--;
2018-06-02;--;--;--;--;--;--;--;--;--;--;--;--;0.82;64.42;12.74;71.60;25.14;78.21;37.85;84.81;50.68;92.25;63.42;102.57;75.32;123.85;81.01;191.07;72.57;243.64;60.31;260.53;47.51;269.79;34.70;276.91;22.06;283.45;9.76;290.16;--;--;--;--;--;--;--;--;
2018-06-03;--;--;--;--;--;--;--;--;--;--;--;--;0.86;64.29;12.76;71.47;25.16;78.07;37.86;84.64;50.70;92.04;63.44;102.28;75.37;123.38;81.14;190.97;72.67;243.92;60.39;260.73;47.60;269.94;34.78;277.03;22.15;283.55;9.86;290.25;--;--;--;--;--;--;--;--;
2018-06-04;--;--;--;--;--;--;--;--;--;--;--;--;0.89;64.17;12.79;71.34;25.18;77.93;37.87;84.48;50.71;91.84;63.46;102.00;75.41;122.91;81.26;190.86;72.77;244.18;60.48;260.91;47.68;270.08;34.86;277.14;22.23;283.65;9.95;290.33;--;--;--;--;--;--;--;--;
2018-06-05;--;--;--;--;--;--;--;--;--;--;--;--;0.92;64.05;12.81;71.22;25.19;77.80;37.88;84.33;50.71;91.65;63.47;101.73;75.45;122.46;81.38;190.72;72.86;244.42;60.56;261.09;47.76;270.21;34.94;277.25;22.32;283.74;10.04;290.41;--;--;--;--;--;--;--;--;
2018-06-06;--;--;--;--;--;--;--;--;--;--;--;--;0.95;63.94;12.82;71.11;25.20;77.67;37.88;84.19;50.71;91.47;63.48;101.48;75.48;122.03;81.49;190.57;72.95;244.64;60.64;261.25;47.83;270.34;35.02;277.35;22.40;283.82;10.13;290.48;--;--;--;--;--;--;--;--;
2018-06-07;--;--;--;--;--;--;--;--;--;--;--;--;0.97;63.83;12.83;70.99;25.20;77.55;37.88;84.05;50.71;91.30;63.48;101.24;75.51;121.61;81.60;190.40;73.04;244.85;60.72;261.40;47.91;270.45;35.10;277.44;22.48;283.89;10.21;290.54;--;--;--;--;--;--;--;--;
2018-06-08;--;--;--;--;--;--;--;--;--;--;--;--;0.98;63.73;12.84;70.89;25.20;77.44;37.87;83.92;50.70;91.14;63.48;101.01;75.53;121.21;81.69;190.21;73.13;245.03;60.79;261.54;47.98;270.55;35.18;277.52;22.56;283.96;10.30;290.60;--;--;--;--;--;--;--;--;
2018-06-09;--;--;--;--;--;--;--;--;--;--;--;--;1.00;63.63;12.84;70.79;25.20;77.33;37.87;83.80;50.69;90.99;63.47;100.79;75.55;120.83;81.79;190.00;73.21;245.20;60.87;261.66;48.06;270.64;35.25;277.59;22.64;284.02;10.38;290.65;--;--;--;--;--;--;--;--;
2018-06-10;--;--;--;--;--;--;--;--;--;--;--;--;1.00;63.54;12.84;70.69;25.19;77.23;37.85;83.68;50.68;90.84;63.46;100.59;75.56;120.47;81.87;189.77;73.29;245.34;60.94;261.77;48.13;270.73;35.32;277.66;22.71;284.08;10.45;290.70;--;--;--;--;--;--;--;--;
2018-06-11;--;--;--;--;--;--;--;--;--;--;--;--;1.00;63.45;12.84;70.61;25.18;77.14;37.84;83.57;50.66;90.71;63.45;100.40;75.57;120.13;81.95;189.52;73.37;245.47;61.01;261.87;48.20;270.80;35.39;277.71;22.78;284.13;10.53;290.74;--;--;--;--;--;--;--;--;
2018-06-12;--;--;--;--;--;--;--;--;--;--;--;--;1.00;63.37;12.83;70.52;25.16;77.05;37.82;83.47;50.64;90.59;63.43;100.22;75.57;119.80;82.02;189.26;73.44;245.57;61.08;261.96;48.26;270.86;35.46;277.77;22.85;284.17;10.60;290.77;--;--;--;--;--;--;--;--;
2018-06-13;--;--;--;--;--;--;--;--;--;--;--;--;1.00;63.29;12.81;70.44;25.14;76.96;37.80;83.38;50.62;90.47;63.41;100.06;75.56;119.50;82.09;188.98;73.52;245.66;61.15;262.03;48.33;270.92;35.53;277.81;22.92;284.20;10.67;290.80;--;--;--;--;--;--;--;--;
2018-06-14;--;--;--;--;--;--;--;--;--;--;--;--;0.99;63.22;12.80;70.37;25.12;76.89;37.77;83.30;50.60;90.37;63.39;99.91;75.55;119.22;82.14;188.68;73.58;245.72;61.21;262.09;48.39;270.96;35.59;277.84;22.99;284.23;10.74;290.82;--;--;--;--;--;--;--;--;
2018-06-15;--;--;--;--;--;--;--;--;--;--;--;--;0.97;63.16;12.78;70.31;25.10;76.82;37.75;83.22;50.57;90.27;63.36;99.77;75.54;118.96;82.19;188.37;73.65;245.76;61.27;262.13;48.45;271.00;35.65;277.87;23.05;284.25;10.80;290.83;--;--;--;--;--;--;--;--;
2018-06-16;--;--;--;--;--;--;--;--;--;--;--;--;0.95;63.10;12.75;70.25;25.07;76.76;37.71;83.15;50.53;90.19;63.33;99.65;75.52;118.72;82.24;188.05;73.71;245.78;61.33;262.16;48.51;271.02;35.71;277.89;23.11;284.26;10.86;290.84;-0.83;298.14;--;--;--;--;--;--;
2018-06-17;--;--;--;--;--;--;--;--;--;--;--;--;0.93;63.04;12.72;70.19;25.04;76.70;37.68;83.09;50.50;90.11;63.30;99.54;75.50;118.50;82.28;187.72;73.77;245.78;61.39;262.18;48.57;271.04;35.77;277.90;23.17;284.26;10.92;290.84;-0.77;298.13;--;--;--;--;--;--;
2018-06-18;--;--;--;--;--;--;--;--;--;--;--;--;0.90;62.99;12.69;70.15;25.00;76.65;37.64;83.04;50.46;90.05;63.26;99.45;75.47;118.31;82.31;187.37;73.82;245.76;61.44;262.19;48.63;271.05;35.82;277.90;23.22;284.26;10.97;290.84;-0.72;298.12;--;--;--;--;--;--;
2018-06-19;--;--;--;--;--;--;--;--;--;--;--;--;0.87;62.95;12.66;70.10;24.96;76.61;37.60;82.99;50.42;89.99;63.22;99.37;75.44;118.14;82.33;187.01;73.88;245.72;61.50;262.18;48.68;271.04;35.88;277.90;23.27;284.26;11.03;290.82;-0.67;298.11;--;--;--;--;--;--;
2018-06-20;--;--;--;--;--;--;--;--;--;--;--;--;0.84;62.91;12.62;70.07;24.92;76.58;37.56;82.95;50.38;89.95;63.18;99.30;75.40;117.99;82.34;186.65;73.92;245.66;61.55;262.16;48.73;271.03;35.93;277.88;23.32;284.24;11.07;290.81;-0.62;298.09;--;--;--;--;--;--;
2018-06-21;--;--;--;--;--;--;--;--;--;--;--;--;0.80;62.88;12.58;70.04;24.88;76.55;37.52;82.92;50.33;89.92;63.13;99.25;75.37;117.87;82.35;186.28;73.97;245.57;61.59;262.13;48.78;271.00;35.97;277.86;23.37;284.22;11.12;290.78;-0.58;298.06;--;--;--;--;--;--;
2018-06-22;--;--;--;--;--;--;--;--;--;--;--;--;0.76;62.85;12.53;70.02;24.83;76.53;37.47;82.90;50.29;89.89;63.09;99.22;75.32;117.77;82.35;185.90;74.01;245.46;61.64;262.08;48.82;270.97;36.02;277.83;23.41;284.19;11.16;290.75;-0.54;298.03;--;--;--;--;--;--;
