
coo: 31.0420031_31.3590136;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2018-09-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.61;89.05;16.43;96.95;29.02;105.80;40.99;116.87;51.58;132.33;59.25;155.25;61.43;185.50;57.01;213.77;48.05;233.70;36.83;247.27;24.58;257.35;11.86;265.73;--;--;--;--;--;--;--;--;--;--;
2018-09-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.49;89.43;16.31;97.34;28.87;106.22;40.80;117.34;51.34;132.83;58.92;155.68;61.04;185.62;56.63;213.57;47.71;233.40;36.53;246.96;24.29;257.05;11.59;265.44;--;--;--;--;--;--;--;--;--;--;
2018-09-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.37;89.80;16.18;97.73;28.73;106.64;40.62;117.81;51.10;133.33;58.59;156.10;60.64;185.73;56.25;213.39;47.36;233.10;36.22;246.65;24.00;256.75;11.31;265.15;--;--;--;--;--;--;--;--;--;--;
2018-09-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.25;90.18;16.05;98.13;28.58;107.06;40.43;118.27;50.85;133.82;58.25;156.52;60.25;185.85;55.86;213.20;47.02;232.81;35.91;246.34;23.72;256.45;11.03;264.86;--;--;--;--;--;--;--;--;--;--;
2018-09-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.12;90.56;15.92;98.52;28.43;107.48;40.25;118.73;50.60;134.31;57.92;156.93;59.86;185.95;55.48;213.02;46.68;232.52;35.60;246.03;23.43;256.15;10.75;264.57;--;--;--;--;--;--;--;--;--;--;
2018-09-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.00;90.94;15.79;98.91;28.28;107.90;40.06;119.19;50.34;134.79;57.58;157.32;59.46;186.06;55.09;212.84;46.33;232.23;35.29;245.73;23.14;255.85;10.47;264.28;--;--;--;--;--;--;--;--;--;--;
2018-09-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.87;91.32;15.65;99.30;28.12;108.32;39.86;119.64;50.09;135.27;57.24;157.72;59.07;186.16;54.71;212.66;45.98;231.94;34.97;245.42;22.85;255.56;10.20;263.99;--;--;--;--;--;--;--;--;--;--;
2018-09-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.75;91.70;15.52;99.69;27.97;108.74;39.67;120.09;49.83;135.74;56.90;158.10;58.67;186.26;54.32;212.49;45.64;231.66;34.66;245.12;22.56;255.26;9.92;263.70;--;--;--;--;--;--;--;--;--;--;
2018-09-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.62;92.08;15.39;100.08;27.81;109.15;39.47;120.54;49.57;136.21;56.56;158.48;58.27;186.36;53.93;212.31;45.29;231.38;34.35;244.82;22.27;254.96;9.64;263.41;--;--;--;--;--;--;--;--;--;--;
2018-09-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.49;92.46;15.25;100.47;27.65;109.56;39.27;120.99;49.31;136.67;56.22;158.84;57.88;186.45;53.55;212.14;44.94;231.10;34.03;244.52;21.98;254.67;9.36;263.12;--;--;--;--;--;--;--;--;--;--;
2018-09-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.37;92.84;15.11;100.86;27.49;109.98;39.07;121.43;49.04;137.13;55.87;159.21;57.48;186.54;53.16;211.97;44.59;230.83;33.72;244.23;21.69;254.37;9.08;262.83;--;--;--;--;--;--;--;--;--;--;
2018-09-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.24;93.21;14.97;101.24;27.33;110.39;38.87;121.87;48.77;137.58;55.53;159.56;57.09;186.63;52.78;211.81;44.25;230.56;33.41;243.93;21.40;254.08;8.81;262.54;--;--;--;--;--;--;--;--;--;--;
2018-09-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.11;93.59;14.83;101.63;27.16;110.79;38.66;122.31;48.50;138.02;55.18;159.90;56.69;186.71;52.39;211.64;43.90;230.29;33.09;243.64;21.11;253.79;8.53;262.25;--;--;--;--;--;--;--;--;--;--;
2018-09-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.98;93.97;14.69;102.01;27.00;111.20;38.45;122.74;48.23;138.46;54.84;160.24;56.30;186.79;52.01;211.48;43.55;230.02;32.78;243.35;20.82;253.50;8.25;261.96;--;--;--;--;--;--;--;--;--;--;
2018-09-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.85;94.34;14.55;102.40;26.83;111.60;38.24;123.17;47.96;138.89;54.49;160.57;55.90;186.87;51.62;211.32;43.20;229.76;32.47;243.06;20.53;253.21;7.98;261.67;--;--;--;--;--;--;--;--;--;--;
2018-10-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.72;94.72;14.41;102.78;26.66;112.01;38.03;123.60;47.68;139.31;54.14;160.89;55.51;186.94;51.24;211.16;42.86;229.49;32.15;242.77;20.24;252.92;7.70;261.38;--;--;--;--;--;--;--;--;--;--;
2018-10-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.59;95.09;14.26;103.16;26.49;112.40;37.81;124.02;47.41;139.73;53.79;161.21;55.11;187.01;50.86;211.00;42.51;229.23;31.84;242.48;19.95;252.63;7.43;261.10;--;--;--;--;--;--;--;--;--;--;
2018-10-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.45;95.46;14.11;103.54;26.31;112.80;37.60;124.44;47.13;140.14;53.44;161.51;54.72;187.07;50.47;210.84;42.17;228.97;31.53;242.19;19.67;252.34;7.16;260.81;--;--;--;--;--;--;--;--;--;--;
2018-10-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.32;95.83;13.97;103.91;26.14;113.19;37.38;124.85;46.85;140.55;53.09;161.81;54.33;187.13;50.09;210.68;41.82;228.72;31.22;241.91;19.38;252.05;6.89;260.52;--;--;--;--;--;--;--;--;--;--;
2018-10-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.18;96.20;13.82;104.29;25.96;113.58;37.16;125.26;46.56;140.95;52.74;162.10;53.94;187.19;49.71;210.53;41.48;228.46;30.91;241.63;19.10;251.76;6.62;260.23;--;--;--;--;--;--;--;--;--;--;
2018-10-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.05;96.57;13.67;104.66;25.78;113.97;36.94;125.66;46.28;141.34;52.38;162.39;53.55;187.25;49.34;210.37;41.14;228.21;30.61;241.35;18.82;251.48;6.36;259.94;--;--;--;--;--;--;--;--;--;--;
2018-10-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.91;96.93;13.51;105.03;25.60;114.35;36.71;126.06;46.00;141.72;52.03;162.66;53.16;187.30;48.96;210.22;40.80;227.96;30.30;241.07;18.54;251.19;6.09;259.65;--;--;--;--;--;--;--;--;--;--;
2018-10-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.77;97.30;13.36;105.39;25.42;114.73;36.49;126.46;45.71;142.10;51.68;162.93;52.77;187.34;48.59;210.06;40.46;227.71;30.00;240.79;18.26;250.91;5.83;259.37;--;--;--;--;--;--;--;--;--;--;
2018-10-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.63;97.66;13.20;105.76;25.24;115.11;36.26;126.84;45.42;142.47;51.33;163.19;52.39;187.39;48.21;209.91;40.12;227.46;29.69;240.51;17.98;250.62;5.57;259.08;--;--;--;--;--;--;--;--;--;--;
2018-10-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.49;98.02;13.05;106.12;25.05;115.48;36.03;127.23;45.14;142.83;50.98;163.44;52.00;187.43;47.84;209.76;39.79;227.21;29.39;240.23;17.70;250.34;5.31;258.79;--;--;--;--;--;--;--;--;--;--;
2018-10-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.35;98.37;12.89;106.48;24.87;115.85;35.80;127.61;44.85;143.19;50.63;163.69;51.62;187.46;47.47;209.61;39.45;226.97;29.09;239.96;17.43;250.06;5.06;258.51;--;--;--;--;--;--;--;--;--;--;
2018-10-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.21;98.73;12.73;106.83;24.68;116.22;35.57;127.98;44.56;143.54;50.28;163.93;51.24;187.50;47.11;209.45;39.12;226.73;28.80;239.69;17.16;249.78;4.80;258.22;--;--;--;--;--;--;--;--;--;--;
2018-10-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.07;99.08;12.57;107.19;24.49;116.58;35.33;128.35;44.27;143.88;49.93;164.16;50.86;187.52;46.74;209.30;38.79;226.48;28.50;239.41;16.89;249.50;4.55;257.94;--;--;--;--;--;--;--;--;--;--;
2018-10-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.07;99.43;12.41;107.54;24.30;116.94;35.10;128.71;43.98;144.21;49.58;164.38;50.48;187.55;46.38;209.15;38.47;226.24;28.21;239.14;16.63;249.22;4.30;257.65;--;--;--;--;--;--;--;--;--;--;
2018-10-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.22;99.78;12.25;107.88;24.11;117.29;34.86;129.06;43.68;144.54;49.24;164.60;50.11;187.57;46.02;209.00;38.14;226.01;27.92;238.87;16.37;248.94;4.06;257.37;--;--;--;--;--;--;--;--;--;--;
2018-10-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.37;100.12;12.08;108.23;23.91;117.64;34.63;129.42;43.39;144.86;48.89;164.81;49.74;187.59;45.66;208.85;37.82;225.77;27.64;238.61;16.11;248.66;3.82;257.09;--;--;--;--;--;--;--;--;--;--;
2018-10-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.51;100.46;11.92;108.56;23.72;117.98;34.39;129.76;43.10;145.17;48.54;165.01;49.37;187.60;45.31;208.69;37.50;225.53;27.35;238.34;15.85;248.39;3.58;256.80;--;--;--;--;--;--;--;--;--;--;
2018-10-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.66;100.80;11.75;108.90;23.52;118.32;34.15;130.10;42.81;145.48;48.20;165.20;49.00;187.61;44.96;208.54;37.18;225.30;27.07;238.08;15.59;248.11;3.34;256.52;--;--;--;--;--;--;--;--;--;--;
2018-10-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.81;101.13;11.58;109.23;23.32;118.66;33.91;130.43;42.51;145.77;47.86;165.39;48.63;187.62;44.61;208.39;36.87;225.06;26.79;237.81;15.34;247.84;3.11;256.24;--;--;--;--;--;--;--;--;--;--;
2018-10-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.41;109.56;23.12;118.99;33.67;130.76;42.22;146.06;47.51;165.57;48.27;187.62;44.26;208.24;36.56;224.83;26.52;237.55;15.10;247.56;2.88;255.96;--;--;--;--;--;--;--;--;--;--;
2018-10-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.24;109.88;22.92;119.31;33.43;131.08;41.93;146.34;47.18;165.74;47.91;187.62;43.92;208.09;36.25;224.60;26.24;237.29;14.85;247.29;2.66;255.68;--;--;--;--;--;--;--;--;--;--;
2018-10-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.07;110.20;22.72;119.63;33.19;131.39;41.64;146.62;46.84;165.91;47.56;187.62;43.58;207.93;35.95;224.37;25.98;237.03;14.61;247.02;2.44;255.40;--;--;--;--;--;--;--;--;--;--;
2018-10-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.90;110.52;22.52;119.95;32.94;131.70;41.35;146.89;46.50;166.07;47.20;187.61;43.25;207.78;35.65;224.14;25.71;236.77;14.37;246.75;2.22;255.12;--;--;--;--;--;--;--;--;--;--;
2018-10-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.73;110.83;22.31;120.26;32.70;132.00;41.05;147.14;46.17;166.22;46.85;187.60;42.92;207.63;35.35;223.91;25.45;236.51;14.14;246.48;2.01;254.84;--;--;--;--;--;--;--;--;--;--;
2018-10-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.55;111.13;22.11;120.56;32.46;132.29;40.76;147.40;45.84;166.37;46.51;187.58;42.59;207.47;35.06;223.68;25.19;236.25;13.91;246.21;1.80;254.57;--;--;--;--;--;--;--;--;--;--;
2018-10-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.38;111.43;21.91;120.86;32.21;132.58;40.47;147.64;45.51;166.50;46.16;187.56;42.26;207.32;34.77;223.45;24.94;236.00;13.69;245.95;1.59;254.29;--;--;--;--;--;--;--;--;--;--;
2018-10-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.20;111.73;21.70;121.15;31.97;132.86;40.19;147.88;45.18;166.64;45.82;187.54;41.94;207.16;34.49;223.23;24.69;235.74;13.47;245.68;1.39;254.02;--;--;--;--;--;--;--;--;--;--;
2018-10-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.02;112.02;21.49;121.44;31.72;133.13;39.90;148.11;44.85;166.76;45.49;187.51;41.63;207.01;34.21;223.00;24.44;235.49;13.25;245.42;1.20;253.75;--;--;--;--;--;--;--;--;--;--;
2018-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.84;112.31;21.29;121.72;31.48;133.40;39.61;148.33;44.53;166.88;45.15;187.49;41.32;206.85;33.93;222.78;24.20;235.24;13.04;245.16;1.01;253.47;--;--;--;--;--;--;--;--;--;--;
2018-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.66;112.59;21.08;121.99;31.24;133.66;39.33;148.54;44.21;166.99;44.83;187.45;41.01;206.70;33.66;222.56;23.96;234.99;12.83;244.90;0.82;253.20;--;--;--;--;--;--;--;--;--;--;
2018-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.48;112.87;20.87;122.26;30.99;133.91;39.04;148.75;43.89;167.10;44.50;187.42;40.71;206.54;33.39;222.34;23.73;234.74;12.62;244.64;0.64;252.94;--;--;--;--;--;--;--;--;--;--;
2018-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.30;113.14;20.66;122.53;30.75;134.16;38.76;148.94;43.58;167.19;44.18;187.38;40.41;206.38;33.13;222.11;23.50;234.50;12.42;244.38;0.46;252.67;--;--;--;--;--;--;--;--;--;--;
2018-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.12;113.40;20.46;122.78;30.51;134.40;38.48;149.14;43.27;167.29;43.86;187.33;40.11;206.23;32.87;221.89;23.28;234.25;12.23;244.12;0.29;252.40;--;--;--;--;--;--;--;--;--;--;
2018-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.94;113.66;20.25;123.03;30.26;134.63;38.20;149.32;42.96;167.37;43.55;187.29;39.82;206.07;32.62;221.68;23.06;234.01;12.04;243.87;0.12;252.14;--;--;--;--;--;--;--;--;--;--;
2018-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.76;113.92;20.04;123.28;30.02;134.85;37.92;149.50;42.66;167.45;43.25;187.24;39.54;205.91;32.37;221.46;22.85;233.76;11.85;243.62;-0.05;251.88;--;--;--;--;--;--;--;--;--;--;
2018-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.58;114.17;19.83;123.52;29.78;135.07;37.65;149.66;42.36;167.53;42.94;187.18;39.26;205.75;32.13;221.24;22.64;233.52;11.67;243.36;-0.20;251.62;--;--;--;--;--;--;--;--;--;--;
2018-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.40;114.41;19.62;123.75;29.54;135.28;37.37;149.83;42.06;167.59;42.64;187.12;38.99;205.59;31.89;221.02;22.44;233.28;11.50;243.11;-0.36;251.36;--;--;--;--;--;--;--;--;--;--;
2018-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.21;114.65;19.41;123.98;29.30;135.48;37.10;149.98;41.77;167.65;42.35;187.06;38.72;205.43;31.65;220.81;22.24;233.05;11.33;242.87;-0.50;251.10;--;--;--;--;--;--;--;--;--;--;
2018-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.03;114.88;19.21;124.19;29.07;135.68;36.83;150.13;41.48;167.71;42.06;187.00;38.45;205.27;31.43;220.60;22.04;232.81;11.17;242.62;-0.65;250.85;--;--;--;--;--;--;--;--;--;--;
2018-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.85;115.10;19.00;124.41;28.83;135.87;36.57;150.27;41.19;167.76;41.78;186.93;38.19;205.11;31.20;220.38;21.86;232.58;11.01;242.38;-0.78;250.60;--;--;--;--;--;--;--;--;--;--;
2018-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.66;115.32;18.79;124.61;28.59;136.05;36.31;150.40;40.91;167.80;41.50;186.87;37.94;204.95;30.99;220.17;21.67;232.34;10.85;242.14;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.48;115.54;18.59;124.81;28.36;136.23;36.05;150.52;40.63;167.84;41.23;186.79;37.69;204.78;30.77;219.96;21.50;232.11;10.70;241.90;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.30;115.74;18.38;125.01;28.13;136.40;35.79;150.64;40.36;167.87;40.96;186.72;37.45;204.62;30.57;219.75;21.33;231.88;10.56;241.66;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.11;115.94;18.18;125.19;27.90;136.56;35.53;150.75;40.09;167.90;40.70;186.64;37.22;204.46;30.37;219.54;21.16;231.66;10.42;241.43;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.93;116.14;17.97;125.37;27.67;136.71;35.28;150.85;39.82;167.92;40.44;186.56;36.99;204.30;30.17;219.33;21.00;231.43;10.29;241.19;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.75;116.33;17.77;125.54;27.45;136.85;35.03;150.95;39.56;167.93;40.19;186.47;36.76;204.13;29.98;219.13;20.84;231.21;10.17;240.96;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.57;116.51;17.57;125.71;27.22;136.99;34.79;151.04;39.31;167.94;39.94;186.38;36.54;203.97;29.80;218.92;20.70;230.99;10.05;240.74;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.39;116.68;17.37;125.87;27.00;137.13;34.55;151.12;39.06;167.94;39.70;186.29;36.33;203.80;29.63;218.72;20.55;230.77;9.93;240.51;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.21;116.85;17.17;126.02;26.78;137.25;34.31;151.20;38.81;167.94;39.47;186.20;36.13;203.64;29.45;218.52;20.42;230.55;9.82;240.29;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.03;117.02;16.97;126.16;26.56;137.37;34.08;151.27;38.57;167.93;39.24;186.11;35.93;203.48;29.29;218.32;20.29;230.34;9.72;240.07;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.85;117.17;16.78;126.30;26.35;137.48;33.85;151.33;38.34;167.92;39.01;186.01;35.73;203.31;29.13;218.12;20.16;230.13;9.62;239.85;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.67;117.32;16.58;126.43;26.14;137.58;33.62;151.38;38.11;167.90;38.80;185.91;35.55;203.15;28.98;217.92;20.04;229.92;9.53;239.64;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.50;117.46;16.39;126.56;25.93;137.68;33.40;151.43;37.88;167.88;38.59;185.80;35.36;202.98;28.84;217.73;19.93;229.71;9.45;239.43;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.32;117.60;16.20;126.67;25.72;137.77;33.18;151.48;37.67;167.85;38.38;185.70;35.19;202.82;28.70;217.53;19.82;229.51;9.37;239.22;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.15;117.72;16.01;126.78;25.52;137.85;32.97;151.51;37.45;167.82;38.19;185.59;35.02;202.65;28.56;217.34;19.72;229.31;9.29;239.02;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.97;117.85;15.83;126.89;25.32;137.92;32.76;151.54;37.24;167.78;38.00;185.48;34.86;202.49;28.44;217.15;19.63;229.11;9.23;238.82;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.80;117.96;15.64;126.98;25.13;137.99;32.56;151.56;37.04;167.74;37.81;185.37;34.71;202.32;28.32;216.96;19.54;228.91;9.16;238.62;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.63;118.07;15.46;127.07;24.93;138.05;32.36;151.58;36.85;167.69;37.63;185.25;34.56;202.16;28.21;216.77;19.46;228.72;9.11;238.43;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.46;118.17;15.28;127.15;24.75;138.10;32.16;151.59;36.65;167.64;37.46;185.14;34.42;202.00;28.10;216.59;19.39;228.53;9.06;238.24;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.30;118.26;15.11;127.23;24.56;138.15;31.97;151.59;36.47;167.59;37.30;185.02;34.29;201.83;28.00;216.41;19.32;228.34;9.02;238.05;--;--;--;--;--;--;--;--;--;--;--;--;
2018-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.13;118.35;14.93;127.29;24.38;138.19;31.79;151.59;36.29;167.53;37.14;184.90;34.16;201.67;27.91;216.23;19.26;228.16;8.98;237.87;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.97;118.43;14.76;127.36;24.20;138.22;31.61;151.58;36.12;167.46;36.99;184.78;34.04;201.51;27.83;216.05;19.20;227.98;8.95;237.69;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.81;118.50;14.60;127.41;24.03;138.25;31.43;151.57;35.95;167.39;36.85;184.65;33.93;201.35;27.75;215.87;19.15;227.80;8.92;237.52;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.65;118.57;14.43;127.46;23.86;138.27;31.26;151.55;35.79;167.32;36.71;184.53;33.83;201.19;27.67;215.70;19.11;227.63;8.91;237.35;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.50;118.63;14.27;127.50;23.69;138.28;31.10;151.52;35.64;167.24;36.58;184.40;33.73;201.03;27.61;215.53;19.07;227.46;8.89;237.18;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.35;118.68;14.11;127.53;23.53;138.29;30.94;151.49;35.50;167.16;36.46;184.27;33.64;200.87;27.55;215.36;19.04;227.29;8.89;237.02;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.20;118.72;13.96;127.56;23.38;138.29;30.79;151.45;35.36;167.08;36.34;184.14;33.55;200.71;27.50;215.19;19.02;227.13;8.88;236.86;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.05;118.76;13.81;127.58;23.22;138.29;30.64;151.41;35.22;166.99;36.23;184.01;33.48;200.56;27.46;215.03;19.00;226.97;8.89;236.71;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.90;118.79;13.66;127.59;23.08;138.27;30.50;151.36;35.10;166.90;36.13;183.88;33.41;200.40;27.42;214.87;18.99;226.82;8.90;236.56;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.76;118.82;13.51;127.60;22.93;138.25;30.36;151.31;34.98;166.80;36.04;183.74;33.35;200.25;27.39;214.71;18.99;226.67;8.92;236.42;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.62;118.83;13.38;127.59;22.80;138.23;30.23;151.25;34.86;166.70;35.95;183.61;33.29;200.09;27.37;214.56;18.99;226.52;8.94;236.28;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.49;118.84;13.24;127.59;22.66;138.20;30.11;151.19;34.76;166.60;35.87;183.47;33.25;199.94;27.35;214.41;19.00;226.38;8.97;236.15;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.35;118.85;13.11;127.57;22.54;138.16;29.99;151.12;34.66;166.49;35.80;183.34;33.21;199.79;27.34;214.26;19.02;226.24;9.00;236.02;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.23;118.84;12.98;127.55;22.41;138.12;29.88;151.04;34.56;166.39;35.74;183.20;33.17;199.64;27.34;214.12;19.04;226.10;9.04;235.90;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.10;118.83;12.86;127.53;22.30;138.07;29.77;150.96;34.48;166.27;35.68;183.06;33.15;199.50;27.34;213.98;19.07;225.98;9.09;235.78;--;--;--;--;--;--;--;--;--;--;--;--;
2018-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.98;118.82;12.74;127.49;22.18;138.01;29.67;150.88;34.40;166.16;35.63;182.92;33.13;199.35;27.35;213.84;19.10;225.85;9.14;235.67;--;--;--;--;--;--;--;--;--;--;--;--;
